,address,features,lat,link,lng,name,rating_yandex,review_count,reviews
1364,пр. Бакунина 7,"Посмотреть всё меню|Круглосуточно|+7 (963) 328-23-05
Показать телефон|Херсонская ул., 1/7|Заказать доставку|Соцсети:|Площадь Восстания
1 км
2|Проспект Бакунина
280 м
4|Исправить неточность|Все филиалы сети|Кухня: восточная|Кухни и блюда: Плов, Десерты, Фастфуд|Подробнее об организации","59.929885,",https://yandex.ru/maps/org/afrasiab/153906631389/,30.375687,Афрасиаб,4.4,106,"Великолепное место где ел уже раз так 10. 
Цена просто смешная,на двоих можно наестся на 1000. Пусть вас не пугают смурные лица посетителей из средней... ещё|Мне не понравилось, еда очень жирная, в салат кладут грудку и куриную кожу. Хотя заявляют, что туда идет куриная грудка.|Вкусно, дешево. Плов и лагман - 5 из 5!!!!|Реально очень крутое место, порции огромные, часто ели там когда в Ростелекоме работал|вкусно и чисто и вежливо"
1365,пр. Финляндский 1,"Посмотреть всё меню|Открыто до 0:00|Ресторан
+7 (812) 643-04-30
Показать телефон|Финляндский просп., 1|Заказать доставку|white-group.ru|Соцсети:|Площадь Ленина
820 м
2|Гостиница Санкт-Петербург
24 м
4|Исправить неточность|Все филиалы сети|Куда пойти с бабушкой и дедушкой|Где есть устриц|Лучшие кафе и рестораны Санкт-Петербурга|Владелец следит за актуальностью информации|1500–2000 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, доставка еды, кофе с собой|Кухня: европейская, итальянская, русская|Специальное меню: постное, сезонное, гриль|Подробнее об организации","59.958381,",https://yandex.ru/maps/org/ferma/1097359456/,30.342081,Ферма,4.8,374,"Один из лучших ресторанов СПб. Десерт по типу домашней картошки - отвал башки. Еда достойная и качественная (это про мясо), про остальное меню... ещё|Удобное расположение просторное помещение быстрое обслуживание вкусная кухня|Не нравятся мне администраторы, которые встречают. Или это не администраторы..., в общем девочки, которые встречают. Каменные лица, не приветливо... ещё|Весьма милое место. Посещал, когда приезжал в Санкт-Петербург.
1) Персонал внимателен и расторопен.
2) Блюда очень вкусные.
3)... ещё|Приличная кухня , интерьерчик радует, а пирожные в кафе от ресторана , те вообще бомба, бывая не далеко специально заезжаю.)"
1366,Большой пр В.О. 32/12,"Посмотреть всё меню|Закрыто до завтра|+7 (962) 717-13-60
Показать телефон|11-я линия Васильевского острова, 12, эт. 1|Заказать доставку|Соцсети:|Василеостровская
850 м
2|8-я и 9-я линии В.О.
210 м
4|Исправить неточность|Все филиалы сети|Заведения Петербурга с самой необычной шавермой|Где попробовать стритфуд в Санкт-Петербурге|Владелец следит за актуальностью информации|от 300 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, доставка еды, кофе с собой|Кухня: грузинская, европейская, кавказская|Специальное меню: постное, сезонное, гриль|Подробнее об организации","59.937179,",https://yandex.ru/maps/org/bbq_shaverma/14069258114/,30.277923,BBQ Shaverma,4.4,275,"Поводом заглянуть в гости к этому заведению стала синяя шаверма. На месте оказалось, что лаваш этого цвета закреплён за определенной шавермой и с... ещё|Если бы можно было поставить 0 баллов, я бы поставила! Отвратительное место, персоналу вообще наплевать, что человек заказывает - принесут то, что им хочется... ещё|Отличная шаверма, вкусный суп. Хорошие цены. Рекомендую|Куриное филе без всяких там шкурок, жира и хрящиков - поэтому за шавермой только сюда, этим ребятам я доверяю!|Проходили мимо, вечером, зашли перекусить. Много видов шаверм с разными видами мяса и наполнителями. Есть средние шавермы, около 190руб. за... ещё"
1367,Большой пр В.О. 32/12,"Закрыто до завтра|+7 (964) 349-84-08
Показать телефон|Большой просп. Васильевского острова, 32/12|Соцсети:|Василеостровская
850 м
2|8-я и 9-я линии В.О.
220 м
4|Исправить неточность|Владелец следит за актуальностью информации|Бесплатный Wi-Fi|Оплата картой|Завтрак, кофе с собой|Цена чашки капучино: 150 ₽|Кухни и блюда: Завтраки, Кофейня|Подробнее об организации","59.937179,",https://yandex.ru/maps/org/baristokrat/31467542355/,30.277923,Баристократ,4.1,11,"Офигенный кофе с табаско! Нигде пока не встречала такого) очень хочется повторить|Очень вкусный кофе, есть соевое молоко|Приятное место)|Капучинко соответствует"
1368,наб. Макарова 60,"Посмотреть всё меню|Закрыто до завтра|+7 (812) 621-11-11
Показать телефон|наб. Макарова, 60|Заказать доставку|mybestie.ru|Соцсети:|Приморская
1,3 км
2|Уральская улица
360 м
4|Исправить неточность|Новые места Петербурга|Новые рестораны Петербурга|Владелец следит за актуальностью информации|1000–1500 ₽|Бесплатный Wi-Fi|Оплата картой|Кофе с собой, детская комната, завтрак|Кухня: европейская, смешанная|Особенности заведения: меню на английском, своя пекарня, бесплатная парковка|Подробнее об организации","59.957444,",https://yandex.ru/maps/org/bestie/151641356894/,30.242557,Bestie,3.9,57,"Гуляя по Ваське мы с мужем не знали, где поесть и случайно нашли этот ресторан))) Находится на закрытой территории жилого комплекса Docklands. Cовременный... ещё|деревянные столы, металлическая посуда, бородатые повара без набородников. кухня - как лотерея. понравилась детская комната, но цены не очень, особенно на... ещё|Мне не очень эта высокая кухня. Можно сделать попроще и вкуснее. Ценник адский, не для этого места... таких цен в МСК нет. 3,5 ставлю.|Вкусная, необычная еда, медленное обслуживание и немодная взрослая публика

Апдейт. Не нашёл, как ответить на ответ... ещё|Этот ресторан находится на первом этаже Отеля. Так как мы размещались в этом же здании то ходить на завтрак и ужин было удобно в этом же здании. 
Кухня... ещё"
1369,ул. Пражская 26,"Круглосуточно|+7 (964) 349-55-06
Показать телефон|Пражская ул., 26, корп. 1|Международная
870 м
2|Улица Белы Куна
260 м
4|Исправить неточность|200–250 ₽|Бесплатный Wi-Fi|Оплата картой|Кофе с собой, летняя веранда, круглосуточная работа|Кухня: восточная, смешанная|Цены: средние|Подробнее об организации","59.872656,",https://yandex.ru/maps/org/vkusnaya_shaverma/3039338838/,30.392000,Вкусная шаверма,4.1,144,"Были там с другом, очень понравилось, очень вкусная и сытная шаверма, можно посидеть как на веранде, так и внутри, где очень красиво и, для сети быстрого... ещё|Очень хорошее место. Отличная шаверма, свежие продукты. Периодически обновляют меню, что значит развиваются.. Но 5 звезд не поставлю по одной простой... ещё|По карте нельзя, все делают без перчаток, и столько зелени кладут, мясо практически нет|Побывав первый раз шаверма была супер вкусной как никогда, другие разы уже постоянно чего-то не хватает....|Плохо то что не было оплаты по карте. Совсем, не сбой а тупо отказ."
1370,ул. Куйбышева 7,"Посмотреть всё меню|Закрыто до завтра|+7 (911) 102-64-92
Показать телефон|ул. Куйбышева, 7|Соцсети:|Горьковская
700 м
2|Троицкая площадь
73 м
4|Исправить неточность|400–600 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, кофе с собой|Кухня: корейская|Цены: средние|Подробнее об организации","59.954926,",https://yandex.ru/maps/org/babjib/1363755074/,30.327906,BabJib,4.2,150,"Поменял оценку с 3 до 5, потому что сделались лучше. Меню обновили, хоть брать приятно, блюда также вкусные. Но вытяжку надо лучше сделать, одежду после... ещё|Чисто, хорошее и быстрое обслуживание! Вкусная еда! Подкупает, то что сюда ходят кушать аж сами корейцы, лично для меня это знак качества. В интерьере нет особых... ещё|Вежливое обслуживание, хорошая еда. Чуть высоковаты цены для такого интерьера. Меню почти разваливается, ламинирование отклеивается.|Корейская кухня в порядке. Цены как и у всех корейцев непонятно высокие. (С винная котлета 500 р). Рекомендую рамён. Остро и вкусно.|Хороший показатель качества национальной еды - присутствие особей этой национальности в ресторане..... очень много азиатской речи и культуры. Еда... ещё"
1371,ул. Куйбышева 7,"Посмотреть всё меню|Закрыто до завтра|+7 (812) 230-47-07
Показать телефон|ул. Куйбышева, 7|Забронировать столик|cafe-fortecia.ru|Соцсети:|Горьковская
710 м
2|Троицкая площадь
80 м
4|Исправить неточность|600–800 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, кофе с собой|Кухня: европейская, русская|Цены: средние|Подробнее об организации","59.954926,",https://yandex.ru/maps/org/fortetsiya/1230337309/,30.327906,Фортеция,3.0,28,"Один раз отравились, больше туда не ногой. Раньше было очень вкусно и хорошо. Что то видимо поменялось.|Быстро, сытно, вкусно и цены - не туристические, а приемлемые. Рекомендую|Вкусно и не дорого. Большое меню, есть бизнес-ланч. Можно зарезервировать столик или заказать фуршет.|Уютно, вкусно, удобно добираться|Отвратительно! Неизвестно из чего приготовлено да еще и обсчитывают!"
1372,пр. Коломяжский 20,"Посмотреть все товары и услуги|Закрыто до завтра|+7 (812) 303-22-25
Показать телефон|Коломяжский просп., 20|Записаться онлайн|www.chainbarbershop.ru|Соцсети:|Пионерская
360 м
2|Богатырский проспект
92 м
4|Исправить неточность|Все филиалы сети|Бесплатный Wi-Fi|Оплата картой|Подарочный сертификат|Цена мужской стрижки: 500–1300 ₽|Подробнее об организации","59.998774,",https://yandex.ru/maps/org/chain/1296212664/,30.298315,Chain,4.4,97,"Побрили так, что лицо стало гладкое, как у младенца! Респект ребятам, знают свое дело, чай/кофе на входе)|Раньше стригся на звездной, мастера хорошие, дело своё знают,|Отличный Барбер!!!|Отличный магазин!!|Прекрасное место! Мастера - настоящие профи. Своя атмосфера. Стандарты качества на высоте."
1373,пр. Московский 62,"Посмотреть всё меню|Закрыто до завтра|+7 (812) 316-04-22
Показать телефон|Московский просп., 62, этаж 1|Заказать доставку|Забронировать столик
2|www.tonespb.ru
1|Соцсети:|Фрунзенская
260 м
2|Московский проспект
68 м
4|Исправить неточность|Рестораны с кухнями бывших республик СССР|1500–2000 ₽|Бесплатный Wi-Fi|Оплата картой|Завтрак, детская комната|Кухня: кавказская, домашняя|Специальное меню: постное, сезонное, детское|Подробнее об организации","59.908150,",https://yandex.ru/maps/org/tone/97236364731/,30.319255,Tone,4.3,71,"Хорошая атмосфера и кухня.
На втором этаже явно проблемы с кондиционированием.|Место для тех, кто знает. За незаметной вывеской скрывается уютное местечко с великолепным обслуживанием, приятной музыкой и невероятно вкусной едой.|Очень понравился этот ресторан, приятная, успокаивающая обстановка, где можно незаметно провести массу времени, хороший выбор меню, 
очень... ещё|Всегда вкусная еда! Вежливый и внимательный персонал. Очень уютная атмосфера! А лепешки здесь!!!!|Здесь все прекрасно! Хинкали с бараниной божественны, невозможностью насладится ими можно пытать☺️☺️☺️"
1374,пр. Московский 62,"Открыто до 0:00|+7 (965) 010-06-06
Показать телефон|Московский просп., 62|Фрунзенская
320 м
2|Московский проспект
3 м
4|Исправить неточность|Добавить фото|430–590 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, кофе с собой|Кухня: европейская, домашняя|Цены: средние|Подробнее об организации","59.908150,",https://yandex.ru/maps/org/spb_maggroz/49242485521/,30.319255,SPB-Maggroz,3.7,17,"Еда такая вкусная, будто мать родная приготовила!|Аутентичная вайнахская кухня.
Персонал вежливый.
Недорого.|Всё было чудесно) чистый и уютный зал, приятный персонал и замечательное обслуживание. А еда была... Ну просто пальчики оближешь!!!)))|Хочу поблагодоритить обслуживаший персонал внимательное отношение клиентам вежливо обрашения,и конечно вкусное еда особенно тыквенный лепешки... ещё|Очень вкусно!"
1375,пер. Дегтярный 2,"Посмотреть всё меню|Закрыто до завтра|+7 (812) 640-16-16
Показать телефон|Дегтярный пер., 2|Заказать доставку|Забронировать столик|ginza.ru|Площадь Восстания
1,6 км
2|Сквер Галины Старовойтовой
180 м
4|Исправить неточность|Владелец следит за актуальностью информации|1500–2000 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, доставка еды, завтрак|Кухня: грузинская, европейская, кавказская|Особенности заведения: меню на английском, настольные игры, своя пекарня|Подробнее об организации","59.938175,",https://yandex.ru/maps/org/chechil/202901296381/,30.378103,Чечил,4.4,339,"Гинза, дорого, бохато, тесно, почти пафос, еда на 3,8. чиновники, глупые курицы, разок зайти можно.|Прекрасно все, нет проблем с парковкой, вежливы и хостестесс и официанты, сразу подали комплимент от заведения - холодный чай, попали на акцию по... ещё|Я не знаю, чем аргументировать, но мне не понравилось. Дорого и бейстолково, к чашке эспрессо за 220 руб даже стакан воды не принесли.|Не знаю за счет чего держаться такого рода места. На мой взгляд, феномен поодерживающийся понторезами и фифами на лабутенах, нет ничего... ещё|Замечательный персонал, неплохой интерьер, вкуснейшие хачапури. Без этих 3 оценка -1,5*. Стандартное ( приевшееся меню Гинзы), самый сухой люля из... ещё"
1376,пр. Суворовский 34,"Закрыто до завтра|8 (800) 555-04-35
Показать телефон|Суворовский просп., 34|www.lamaree.ru
2|Соцсети:|Чернышевская
1,5 км
2|Заячий переулок
33 м
4|Исправить неточность|Все филиалы сети|Где есть крабов в Петербурге|5000–10000 ₽|Бесплатный Wi-Fi|Оплата картой|Доставка еды, кофе с собой|Кухня: средиземноморская|Особенности заведения: устричный бар, меню на английском, живая музыка|Подробнее об организации","59.940506,",https://yandex.ru/maps/org/la_maree/1159422642/,30.378166,La Maree,4.3,89,"Прекрасный рыбный ресторан. Очень интересно, что на туалетах обозначения ракушка и молюск) Очень вкусная рыба, хотя и дорого.|Всё свежее, подача лучшая в городе. Хорошая реклама от коррумпированных силовиков )|Дорого капец...|Вкусно и дорого)|Охранник молодессс, помогал грузить товар"
1377,пр. Аптекарский 16,"Посмотреть всё меню|Открыто до 1:00|+7 (812) 640-16-16
Показать телефон|Аптекарский просп., 16|ginza.ru
1|Соцсети:|Петроградская
1,2 км
2|Улица Академика Павлова
310 м
4|Исправить неточность|Владелец следит за актуальностью информации|4000–5000 ₽|Бесплатный Wi-Fi|Оплата картой|Доставка еды, кофе с собой, летняя веранда|Кухня: европейская, итальянская, кавказская|Особенности заведения: DJ, живая музыка, бесплатная парковка|Подробнее об организации","59.973248,",https://yandex.ru/maps/org/luzhayka_ginza/1258699561/,30.319551,Лужайка Гинза,4.5,256,"В первых числах мая посещали с дочкой Ботанический сад, нагулялись, проголодались, увидели на карте «ресторан Гинза»,расположен... ещё|Флагманский ресторан Гинза. В самом центре Петроградской стороны, рядом с телебашней. Премиум уровень. Парковка. Встреча гостей. Отдельные домики... ещё|Прекрасный ресторан , хорошая парковка , обслуживание на уровне , кухня на высоте|Классический гинзовский ресторан Во время ЧМ-2018 неприятно удивил выросшими в два раза ценами.|Коротко:пафосно, дорого, что заказывали было вкусно.
Персонал хороший 
Туалеты чистые 
Все... ещё"
1378,пр. Литейный 40,"Посмотреть всё меню|Закрыто до завтра|+7 (812) 955-79-61
Показать телефон|Литейный просп., 40|Заказать доставку|Забронировать столик
2|limoncello.su|Соцсети:|Маяковская
1,1 км
2|Улица Некрасова
120 м
4|Исправить неточность|700–1500 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, кофе с собой, завтрак|Кухня: итальянская|Особенности заведения: винная карта, закрытие под банкет|Подробнее об организации","59.938554,",https://yandex.ru/maps/org/limonchello/1472652013/,30.348719,Лимончелло,4.4,313,"Очень уютное, атмосферное место. Радует не огроменные меню, в котором ты не полтора часа закладывает страницы, чтобы выбрать потом из заложенных, а что... ещё|Ходили с подругами на бизнесс-ланч. Было вкусно! Порции большие. Есть несколько вариантов блюд, входящих в бизнесс-ланч. Я выбрала суп и пасту. Очень сытно... ещё|Раньше тут было лучше. Стали по-другому готовить, что ли... и медленное, очень медленное обслуживание. При полупустом зале официанта можно полчаса ждать.|Вкусно, но дорого и очень небольшое меню. Ресторанчик на один раз. Таких ресторанов в городе много - с более адекватными ценами на блюда. Ничего... ещё|Атмосфера, обслуживание все супер, у нас было день рождение, угостили еще шампанским)"
1379,пр. Литейный 40,"Закрыто до завтра|Нет информации
Добавить|Литейный просп., 40|Маяковская
1,1 км
2|Улица Некрасова
93 м
4|Исправить неточность|Подробнее об организации","59.938554,",https://yandex.ru/maps/org/bulki_baranki/129994146729/,30.348719,Булки-Баранки,2.0,9,"Никогда утром небыло ни выпечки свежей ни пышек|Замечательный официант Юлия подарила хорошее настроение на весь вечер — спасибо!!!|Продают вчерашние продукты без каких-либо уценок, более того утверждают что свежее. Брали эклеры (абсолютно сухие и невкусные, крем внутри едва ли можно... ещё|Опыт посещения данного заведения (на Суворовском проспекте) - 3 раза. Первый раз предложили 10ю пышку в подарок, но сняли за нее плату, второй раз... ещё|Кофе с молоком как в детстве"
1380,пр. Невский 38/4,"Закрыто до завтра|+7 (812) 644-73-10
Показать телефон|Невский просп., 38/4|farshburger.ru|Соцсети:|Невский проспект
15 м
2|Станция метро Невский проспект
100 м
4|Исправить неточность|Все филиалы сети|Владелец следит за актуальностью информации|500–1000 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, доставка еды, кофе с собой|Кухня: американская, смешанная|Специальное меню: сезонное, детское, фитнес|Подробнее об организации","59.935232,",https://yandex.ru/maps/org/farsh/244722525857/,30.331274,#Farш,4.2,396,"Противоречивое заведение. Вроде здоровское, но со своими недостатками. 

Сперва подслащу пилюлю и расскажу о плюсах: вкусные и сытные бургеры... ещё|Годный бургер, если голоден и пробегаешь мимо идеальный вариант.
Жалко нет бесплатного табаско.|Пиво невкусное; булки для бургеров заурядные, мясо тонкое, едва красное (обещали medium, варианта rare нет вообще), ждал в очереди долго и сам... ещё|Можно перекусить с видом на центральный проспект..|Бургеры норм, салаты отстой, зелень не свежая, фирменные лимонады на любителя, стейки тоже не айс, советовать не буду."
1381,пр. Невский 38/4,"Посмотреть всё меню|Открыто до 6:00|+7 (812) 948-00-63
Показать телефон|Невский просп., 38/4, этаж -1|Забронировать столик|rock-pub.spb.ru|Соцсети:|Невский проспект
11 м
2|Станция метро Невский проспект
100 м
4|Исправить неточность|Бесплатный Wi-Fi|Оплата картой|Летняя веранда, бизнес-ланч, спортивные трансляции|Кухня: европейская|Цена бокала пива: 180–390 ₽|Подробнее об организации","59.935232,",https://yandex.ru/maps/org/rock_pub/1205543070/,30.331274,Rock Pub,4.4,254,"Кухня очень слабая, ассортимент пива маленький, официанты парой не понимаю о чём им говорят..., место для подростков. В 80-х это было бы крутым местом, но... ещё|Отличный ПАб. Хороший выбор пива и алкоголя в целом. Тематические коктейли, шоты и блюда. Нонстопом рок музыка. Приятное оформление. Отзывчивый... ещё|Цены нормальные, закуски и выпивка нормальные. Соответствует цена-качество! Рекомендую!|Неплохое местечко). Антураж, оформление, атмосфера. Набор блюд вполне стандартный для заведений такого формата, пенные напитки тоже.|Душевно, приятный персонал, сытно поесть тут не получится, но посидеть с компанией в самый раз"
1382,ул. Караванная 5,"Посмотреть всё меню|Открыто до 0:00|+7 (812) 312-11-36
Показать телефон|Караванная ул., 5|Забронировать столик|odessa-mama.ru|Соцсети:|Гостиный двор
560 м
2|Станция метро Гостиный двор
260 м
4|Исправить неточность|Владелец следит за актуальностью информации|650–700 ₽|Бесплатный Wi-Fi|Оплата картой|Бизнес-ланч, доставка еды, кофе с собой|Кухня: европейская, русская, украинская|Специальное меню: постное, сезонное, блинное|Подробнее об организации","59.934907,",https://yandex.ru/maps/org/odessa_mama/1057024374/,30.341030,Одесса-Мама,4.2,149,"Это был просто ужас, а потом двойной ужас и кошмар!!!
Начнём с плюсов, очень приятное место с собственным колоритом и адекватными... ещё|Очень вкусно готовят! А когда после ужина нам с собой ещё и презент (бутылочку перцовки) дали, вся компания влюбилась! Спасибо, ребята!|Интересное атмосферное место. На первый взгляд может показаться, что нарочито вычурный, но это только на первый взгляд, потому что потом, когда... ещё|Очень понравилось. Во-первых место само атмосферное. Во-вторых кухня и разнообразная и вкусная. Морепродукты очень хорошего качества. Не знаю на... ещё|рассчитан на небольшой количество посетителей, кухня украинская, ценник средний,"
